call_id,service_length,arrival_time,interarrival_time
511,1,2021-01-06 13:21:33,1
512,8,2021-01-06 13:23:13,1
513,9,2021-01-06 13:28:10,4
514,0,2021-01-06 13:28:58,0
515,0,2021-01-06 13:42:15,13
516,5,2021-01-06 13:45:28,3
517,4,2021-01-06 13:45:34,0
518,8,2021-01-06 13:47:32,1
519,5,2021-01-06 13:59:16,11
520,2,2021-01-06 14:09:19,10
521,4,2021-01-06 14:20:53,11
522,4,2021-01-06 14:22:37,1
523,2,2021-01-06 14:27:09,4
524,6,2021-01-06 14:45:12,18
525,7,2021-01-06 14:47:16,2
526,4,2021-01-06 14:48:46,1
527,1,2021-01-06 14:53:03,4
528,1,2021-01-06 14:53:15,0
529,4,2021-01-06 14:53:54,0
530,0,2021-01-06 14:59:14,5
531,0,2021-01-06 15:02:01,2
532,1,2021-01-06 15:08:03,6
533,6,2021-01-06 15:08:42,0
534,14,2021-01-06 15:11:14,2
535,2,2021-01-06 15:13:35,2
536,2,2021-01-06 15:16:59,3
537,2,2021-01-06 15:17:58,0
538,0,2021-01-06 15:19:48,1
539,6,2021-01-06 15:26:15,6
540,4,2021-01-06 15:27:57,1
541,0,2021-01-06 15:35:34,7
542,5,2021-01-06 15:40:03,4
543,1,2021-01-06 15:43:45,3
544,5,2021-01-06 15:44:36,0
545,6,2021-01-06 15:50:16,5
546,2,2021-01-06 15:59:33,9
547,2,2021-01-06 16:01:06,1
548,3,2021-01-06 16:01:40,0
549,2,2021-01-06 16:06:15,4
550,1,2021-01-06 16:07:04,0
