call_id,service_length,arrival_time,interarrival_time
685,2,2021-01-07 16:22:40,5
686,2,2021-01-07 16:28:42,6
687,3,2021-01-07 16:29:29,0
688,6,2021-01-07 16:41:56,12
689,4,2021-01-07 16:42:47,0
690,2,2021-01-07 16:50:35,7
691,0,2021-01-07 16:52:32,1
692,0,2021-01-07 17:02:39,10
693,0,2021-01-07 17:12:45,10
694,7,2021-01-07 17:16:38,3
695,7,2021-01-07 17:19:52,3
696,4,2021-01-07 17:20:54,1
697,1,2021-01-07 17:22:59,2
698,7,2021-01-07 17:26:08,3
699,1,2021-01-07 17:28:14,2
700,4,2021-01-07 17:28:35,0
701,3,2021-01-07 17:30:12,1
702,15,2021-01-07 17:31:01,0
703,4,2021-01-07 17:31:55,0
704,2,2021-01-07 17:35:03,3
705,0,2021-01-07 17:41:50,6
706,4,2021-01-07 17:43:47,1
707,0,2021-01-08 08:00:00,856
708,2,2021-01-08 08:02:22,2
709,1,2021-01-08 08:05:22,3
710,2,2021-01-08 08:09:41,4
711,5,2021-01-08 08:27:45,18
712,7,2021-01-08 08:32:13,4
713,4,2021-01-08 08:33:36,1
714,0,2021-01-08 08:36:51,3
715,7,2021-01-08 08:44:49,7
716,0,2021-01-08 08:50:39,5
717,1,2021-01-08 08:55:04,4
718,5,2021-01-08 09:00:21,5
719,7,2021-01-08 09:06:07,5
720,2,2021-01-08 09:08:49,2
721,3,2021-01-08 09:09:21,0
722,2,2021-01-08 09:12:56,3
723,9,2021-01-08 09:13:08,0
724,0,2021-01-08 09:17:30,4
725,3,2021-01-08 09:20:00,2
726,0,2021-01-08 09:26:05,6
727,9,2021-01-08 09:26:31,0
728,25,2021-01-08 09:28:33,2
729,1,2021-01-08 09:30:51,2
730,8,2021-01-08 09:35:36,4
731,1,2021-01-08 09:43:11,7
732,1,2021-01-08 09:44:09,0
733,2,2021-01-08 09:44:56,0
734,2,2021-01-08 09:49:51,4
735,3,2021-01-08 09:53:07,3
736,3,2021-01-08 09:54:53,1
737,2,2021-01-08 09:56:41,1
738,8,2021-01-08 10:07:58,11
739,0,2021-01-08 10:26:47,18
740,0,2021-01-08 10:36:05,9
741,8,2021-01-08 10:37:03,0
742,4,2021-01-08 10:43:46,6
743,2,2021-01-08 10:46:49,3
744,4,2021-01-08 10:56:28,9
745,0,2021-01-08 11:02:13,5
746,9,2021-01-08 11:07:14,5
747,32,2021-01-08 11:07:59,0
748,0,2021-01-08 11:09:11,1
749,12,2021-01-08 11:17:26,8
750,10,2021-01-08 11:22:18,4
