call_id,service_length,arrival_time,interarrival_time
101,0,2021-01-01 14:40:39,3
102,4,2021-01-01 14:44:41,4
103,3,2021-01-01 14:45:17,0
104,1,2021-01-01 14:46:22,1
105,3,2021-01-01 14:48:18,1
106,1,2021-01-01 14:50:42,2
107,5,2021-01-01 14:52:32,1
108,1,2021-01-01 14:57:33,5
109,1,2021-01-01 15:01:09,3
110,2,2021-01-01 15:12:59,11
111,7,2021-01-01 15:14:00,1
112,6,2021-01-01 15:20:04,6
113,4,2021-01-01 15:24:53,4
114,0,2021-01-01 15:28:45,3
115,13,2021-01-01 15:31:19,2
116,6,2021-01-01 15:36:03,4
117,4,2021-01-01 15:40:06,4
118,0,2021-01-01 15:45:26,5
119,0,2021-01-01 15:48:00,2
120,1,2021-01-01 15:57:47,9
121,5,2021-01-01 16:01:34,3
122,7,2021-01-01 16:02:40,1
123,0,2021-01-01 16:04:17,1
124,0,2021-01-01 16:04:35,0
125,7,2021-01-01 16:05:44,1
126,3,2021-01-01 16:19:27,13
127,5,2021-01-01 16:21:43,2
128,4,2021-01-01 16:22:24,0
129,3,2021-01-01 16:32:29,10
130,9,2021-01-01 16:37:36,5
131,12,2021-01-01 16:45:07,7
132,19,2021-01-01 16:51:02,5
133,7,2021-01-01 16:53:58,2
134,0,2021-01-01 16:54:24,0
135,2,2021-01-01 17:00:47,6
136,1,2021-01-01 17:03:27,2
137,2,2021-01-01 17:05:08,1
138,7,2021-01-01 17:11:17,6
139,0,2021-01-01 17:28:48,17
140,2,2021-01-01 17:30:19,1
141,6,2021-01-01 17:31:47,1
142,0,2021-01-01 17:32:56,1
143,6,2021-01-01 17:33:15,0
144,4,2021-01-01 17:38:43,5
145,2,2021-01-01 17:49:28,10
146,1,2021-01-01 17:54:24,4
147,4,2021-01-04 08:00:00,3725
148,0,2021-01-04 08:00:22,0
149,2,2021-01-04 08:00:38,0
150,1,2021-01-04 08:02:49,2
